"","Text","Score","Positive","Negative"
"3171","On PresidentTrump meeting Pope says no official request has been submitted by White House but he receives every head of sta",-1,0,1
"3172","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"3173","PresidentTrump is rebuilding Our Military again and making sure Veterans get the care they deserveMAGA SupportOurTro",0,0,0
"3174","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"3175","On PresidentTrump meeting Pope says no official request has been submitted by White House but he receives every head of sta",-1,0,1
"3176","This is true news Stupid media of US and Japan press only that PresidentTrump is worst President in US They make ZDdBNLZ",-2,0,2
"3177","Herd of hogs AnyonePresidentTrump should make a national pork emergencylike the h UCDCsJwh",-1,0,1
"3178","And we will continue to be for you God bless you PresidentTrumpGod bless America",2,2,0
"3179","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3180","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"3181","On PresidentTrump meeting Pope says no official request has been submitted by White House but he receives every head of sta",-1,0,1
"3182","Ill be watching PresidentTrumpKzIhpvZF",0,0,0
"3183","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"3184","It appears to me that the Republican majority in Congress is not working with PresidentTrump especially P Ryan
fSWfuVVuLS",-1,0,1
"3185","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"3186","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"3187","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3188","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3189","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"3190","PresidentTrump America wants you to BuildThatWallwe are looking forward to that beautiful physical bar",1,1,0
"3191","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"3192","On PresidentTrump meeting Pope says no official request has been submitted by White House but he receives every head of sta",-1,0,1
"3193","PresidentTrump wants us to beWorld Leaders we need NewTechnologynot old YteWHjule",0,0,0
"3194","And we will continue to be for you God bless you PresidentTrumpGod bless AmericaNGhsyDJj",2,2,0
"3195","Pleased PresidentTrump gave kudos NorthKorea taking overhis dad at young age Believe China USA will git r do YVyaTlfgtj",2,2,0
"3196","FirstDays PresidentTrump congratulations You rocked it Now if Congress decides to move their ass the nextwill MAGA TrumpTrain",1,1,0
"3197","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"3198","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"3199","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"3200","On PresidentTrump meeting Pope says no official request has been submitted by White House but he receives every head of state who asks",-1,0,1
"3201","Doctor Whos Steven Moffat Doesnt Even Know Who Will Be the Next DoctorCCOTMAGAAmericaFirst WTgoTBLhu",0,0,0
"3202","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3203","days AmericaFirst Freedom Liberty PursuitofHappinessWeyou PresidentTrump",2,2,0
"3204","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"3205","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"3206","The United States of False Flags FalseFlagAttacks PresidentTrumpThe United States government is the world AqfqEXf",-1,0,1
"3207","Thousands Demonstrate In Dc pls RTQYdUDBzw LittleMissFlint PresidentTrump WhiteHousecompl",0,0,0
"3208","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"3209","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3210","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"3211","Dont worry PresidentTrump American patriots know better than to listen to the lying FakeNews MSM who are propaga XtygIFz",-1,1,2
"3212","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3213","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"3214","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"3215","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"3216","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"3217","Recent Washington Post poll shows that if election were REdonePresidentTrump STILL winstofor Hillary Clinton",0,0,0
"3218","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3219","The Ceremony PresidentTrump FirstDays xICeIrcuD",0,0,0
"3220","Were going to bomb the shit outta ISIS PresidentTrump promptly drops moab in Afghanistan",-1,1,2
"3221","Star Trek Discovery Adds Five New Cast MembersCCOTMAGAAmericaFirstPresidentTrump xhTOiysyWy",0,0,0
"3222","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3223","Reasons to Save Once Upon a Time from CancellationCCOTMAGAAmericaFirstPresidentTrump JIBkdBcMg",0,0,0
"3224","RT ANOMALY PresidentTrump POTUS at NRAconventionyear assault on gun rights is overTrumpAmericaIsBack TquzIdcho",-2,0,2
"3225","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3226","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3227","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3228","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3229","Today is the FirstDays of PresidentTrumpDays of MAGAUSA",0,0,0
"3230","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"3231","The Ceremony PresidentTrump FirstDays xICeIrcuD",0,0,0
"3232","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3233","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"3234","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3235","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"3236","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"3237","SpecialElection MAGAThis Tuesday SCElect The Candidate Supporting PresidentTrump",1,1,0
"3238","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"3239","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3240","PRESIDENTTRUMPMR PRESIDENT YOU HAVE SAID THAT YOURE A CHRISTIAN SO HOW DOES IT FEEL TO KILLING PEOPLE LIKE SYRIA",0,1,1
"3241","PRESIDENTTRUMPMR PRESIDENT YOU HAVE SAID THAT YOURE A CHRISTIAN SO HOW DOES IT FEEL TO KILLING PEOPLE LIKE SY ZXsxkVwZEJ",0,1,1
"3242","Riverdale Cole Sprouse FPs Arrest Will Bring Jughead Betty CloserCCOTMAGAAmericaFirstPresidentTrump SvKCFcXjv",-1,0,1
"3243","This register ArizonaVoterDemocrat DemExitgives PresidentTrump the grade offor his first hYpFAWNZPu",0,0,0
"3244","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"3245","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3246","When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp",1,1,0
"3247","Anthony Joshua v Wladimir Klitschko world heavyweight title fightlive HnLEyxLX",0,0,0
"3248","Mark Zuckerbergs surprise visit to Ohio family boosts rumor of political run mFcQzBltbx",-1,0,1
"3249","Fear of neofascism keeps Emmanuel Macron ahead of Marine Le Pen WOIbkje",-1,0,1
"3250","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3251","This register ArizonaVoterDemocrat DemExitgives PresidentTrump the grade offor his first qZOUyPZyBR",0,0,0
"3252","Reasons to Save Once Upon a Time from CancellationCCOTMAGAAmericaFirstPresidentTrump JIBkdBcMg",0,0,0
"3253","Reasons to Save Once Upon a Time from CancellationCCOTMAGAAmericaFirstPresidentTrump JIBkdBcMg",0,0,0
"3254","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"3255","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"3256","PresidentTrump A Man Of Faith WmRveyFBDK",1,1,0
"3257","The Ceremony PresidentTrump FirstDays xICeIrcuD",0,0,0
"3258","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3259","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"3260","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"3261","Congrats PresidentTrump on your firstdays Maybe thats enough right",2,2,0
"3262","PresidentTrumpat NRAconventionyear assault on gun rights is overTrumpAmericaIsBackAAmericaFirst",-1,0,1
"3263","When you find out your friend voted Trump NotMyPresident PresidentTrump OWOtLwqp",1,1,0
"3264","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3265","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3266","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3267","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3268","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"3269","NCIS New Orleans Shalita Grant Explains the Decision That Got Percy ArrestedCCOTMAGAAmericaFirstPresidentTrump",0,0,0
"3270","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3271","NCIS New Orleans Shalita Grant Explains the Decision That Got Percy ArrestedCCOTMAGAAmericaFirst zLbFIJdyXQ",0,0,0
"3272","USA is now under new management PresidentTrumpteam MAGA pAGocUzZ",0,0,0
"3273","PresidentTrump Working To Keep His Promises In The FirstDaysIn Spite Of DemocratGOP Sw Obstruction",-1,1,2
"3274","Today is the FirstDays of PresidentTrumpDays of MAGAUSA",0,0,0
"3275","Check your American privilege MAGA BoycottOscar FirstDays ProgressiveHaters PresidentTrump VsrbkRWwP",1,1,0
"3276","How do you feel aboutFirstDays in office PresidentTrump days QgiqNsMz",0,0,0
"3277","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3278","PresidentTrump Declares The END Of The Obama AssualtOn The ndAmendmentA NRAAMNRAconvention",0,0,0
"3279","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"3280","Congratulations PresidentTrump on your Firstdays We are so proud of you in every way
AmericaFirst Nationalist",2,2,0
"3281","Turn off fakenews bWeKUpDTMY",0,0,0
"3282","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"3283","Today is the FirstDays of PresidentTrumpDays of MAGAUSA",0,0,0
"3284","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"3285","Second Trailer for Abduction Thriller Hounds of Love Set in AustraliaCCOTMAGAAmericaFirst gmiMDdXQ",1,1,0
"3286","The Ceremony PresidentTrump FirstDays xICeIrcuD",0,0,0
"3287","Lets get back to work America
PresidentTrumps daysAmericaIsBackAmericaFirst",1,1,0
"3288","FirstDays BerkeleyProtest MAGA PresidentTrump MAGA kjjAjzEWT",0,0,0
"3289","Today is the FirstDays of PresidentTrumpDays of MAGAUSA",0,0,0
"3290","I agree that the American people know whats best for our country Its called PresidentTrump",1,1,0
"3291","Today is the FirstDays of PresidentTrumpDays of MAGAUSA",0,0,0
"3292","Today is the FirstDays of PresidentTrumpDays of MAGAUSA",0,0,0
"3293","Today is the FirstDays of PresidentTrumpDays of MAGAUSAoXVrIzckd",0,0,0
